PairID,Text,Pred_Score
ARQ-test-0052,"تسمى هادو الحوايج لي خلاهم ربي أﻣﭙﻮسيبل توصللهم
 دير واش تحب الشيطان ما تقدرش تشوفه",0.9766502380371094
ARQ-test-0053,"أنا ما عجبتنيش
 وش أدا الإضراب",0.9664246439933777
ARQ-test-0054,"لالا نقول لك وقتاش فاق كي مات خوه هو ولى رئيس العشيرة
 جاء مالطاليان كان يقرا في الماريكان و امبعد راح لطاليان و أومبعد جاء للترك",0.9965223670005798
ARQ-test-0055,"رحت للسبيطار باه ندير كونسيلتاسيون جينرال ظهر عندي فيبلاس في ليباتمون دوكور تيعي
 و لافيبلاس أدي جاتني من لونجين اللي حكمتني بكري دارتلي روماتيزم أغتيكولار إﻳﭭﻮ في ﭬﻠﺒﻲ",0.9904429912567139
ARQ-test-0056,"اسكو انت البارح جاك واحد و قالك راك رايح تتضرب بكف
 ولا عيط لك واحد و قالك راه فلان رايح يضربك غدوة بكف",0.9448860883712769
ARQ-test-0057,"آو كل واحد ما نعرف ڤداه دار دنوب فهمتي ولا لا
 و الصلاة ما يصلوش سيرتو الصلاة بعد سيرتو الصلاة بعد",0.9889959096908569
ARQ-test-0058,"بالعقل ،بالعقل ،ماتلفوهاليش
 هدا بتسعين ألف",0.991642415523529
ARQ-test-0059,"بداو في أكتوبر يقراو في النهار
 أنا بالاك بربي نشا لله نسجل فيه",0.915114164352417
ARQ-test-0060,"آت اﻟﭙﻮرتابل
 جيب يومة",0.9687349200248718
ARQ-test-0061,"هاي أسما شفتي شحال تمرمدت شحال تمرمدت شحال تمرمدت
 ايه أنجنيور في لانفورماتيك و أو فان دو كونت مسكينة",0.9841699004173279
ARQ-test-0062,"بالصح الواحد مايكرهش منه على خاطر معمر بالحكايات
 شوفوا پاريكزومپل هدا السيت في ويكيبيديا على الدارجة نتاعنا",0.9664851427078247
ARQ-test-0063,"ما تديوش نقطة كاملة على الكتابة
 كاينين تمارين يعطيهولك باه تتعلمي تكتبي الحروف",0.9895307421684265
ARQ-test-0064,"صح عندك الحق سليمة
 على واش نهدرو اليوم",0.9868687987327576
ARQ-test-0065,"صا شمسو ربي يحفظك راما معاك
 يعطيك صحة شمسو راني معاك حتى لاخر",0.9972838759422302
ARQ-test-0066,"أنا ﻧقـﻮل ربي يهدينا و يهديهم
 الوقت لي وصلنالو عاد كلش مظاهر",0.9885952472686768
ARQ-test-0067,"انشالله من فمك الى ربي
 و تاني كاين السكايب ماتخافيش",0.9959939122200012
ARQ-test-0068,"مكانش منها ڤل لهخطيك من الخدمة أدي لي فيها الريسك و فيها المشاكل
 ﻛﭙﺎبل المرة الجاية يخطفوه هو ولا يديولو مرتو ولا ولادو كيما نشوفوها في الفيلمات",0.9906054735183716
ARQ-test-0069,"أي حتى هما ما يخدوش الراي والله ما يوخدوا الراي تعرفي
 آه على بالي بيهم صغار نڤول لك باش تقدري تكسبيهم لازم تسايسيهم",0.9850572347640991
ARQ-test-0070,"ﺳﭙﻴﺴﻴﺎليتي تاعك وش
 درت ايسي أنا",0.9697521924972534
ARQ-test-0071,"لاباس سليمة ؟
 مرحبا بيك سليمة",0.9563730359077454
ARQ-test-0072,"لا نڤول لك وقتاه فاق كي مات خوه هو ولى رئيس العشيرة
 جا مالطاليان كان يقرا في الماريكان و امبعد راح لطاليان و مبعديكا جا للترك",0.9866348505020142
ARQ-test-0073,"رحت لوفتالمولوﭪ باش ندير ڢيزيتة لاجال نواظر
 قعدت فلاسال داتونت ﻟقيت بزاف المرضى",0.9858503937721252
ARQ-test-0074,"علاخاطرش أنا إيتوديونت و حابة نكمل قرايتي قبل الزواج
 بصح عوايدنا و عوايد بابا ما تخليش الطفلة ﺗقول رايها",0.9359661340713501
ARQ-test-0075,"روعة و ﭬﺪاه يدير
 وعلاه ما شريتيش واحد",0.9893457889556885
ARQ-test-0076,"يجي نهار و الوالدين ما يكونوش معانا
 لازم تتكلي على روحك و تستحفضي عليها",0.994816243648529
ARQ-test-0077,"ياه و كيفماه باينين صوابعو مقصوصين
 هاه ڤاسوه بمومبا ولا ما نعرف وش",0.9863675236701965
ARQ-test-0078,"قالت  لي  لالا هداك خدمة تاع ليسانس
 قالت لها واش رايك  لوكان ديري بيبليوغرافي",0.9986786842346191
ARQ-test-0079,"رحتي عند نصيرة
 أي مسلمة عليك",0.9922384023666382
ARQ-test-0080,"في الهدرة
 آما هدرة",0.9843087792396545
ARQ-test-0081,"و هاي وش اسمها لهنا
 وشبيك تشوف ليا وش كاين",0.9929496645927429
ARQ-test-0082,"لالا ليراديو ليراديو
 و سكانار وقتاش",0.9925665855407715
ARQ-test-0083,"لا أنا الحق كي نلڤى مستقبل هنا في بلادي نڤعد
 رشيدة رشيدة أكي ملاحة اليوم ازربي رانا نسناو فيك",0.9282033443450928
ARQ-test-0084,"وش الموت آري كاردياك أكسيدون من علامات الفنا أديكا
 واحد جار وش اسمها سميرة بنت عمي براهيم",0.9797254204750061
ARQ-test-0085,"كيما الرشتة شكرا ام وليد
 بنينة بزاف يعطيك الصحة",0.9626700282096863
ARQ-test-0086,"كما قلت لكم الخطرة اللي فاتت , نقدرو نپوبلييو في مجلات امپورتانت 
 هدي فكرة مليحة   كي راك تكتب لي ميساج تيعك بالدارجة",0.977022647857666
ARQ-test-0087,"عندك يكلحوك
 خممت فاها",0.9685051441192627
ARQ-test-0088,"شحال في عمرها بنتو
 ربعة ولا خمسة سنين",0.9906659722328186
ARQ-test-0089,"ما تديوش نقطة كاملة على الكتابة
 كاينين تمارين يعطيهملك باش تتعلمي تكتبي الحروف",0.9794677495956421
ARQ-test-0090,"انا حرت
 أيا فطيمة",0.9810037612915039
ARQ-test-0091,"راح تحبسو ڤاع
 أواه غدوا برك",0.9825342297554016
ARQ-test-0092,"يما زوج نسا وحدهم في ڢيلاج راح يخلونا طرونكيل
 غدوة نروح للمارشي نكري زوج رجال يعسو علينا",0.9540783762931824
ARQ-test-0093,"لالا أنا الحق كي نلقى مستقبل هنا في بلادي نقعد
 رشيدة رشيدة، راكي شابة آيا غاولي رانا نستناو فيك",0.9847456216812134
ARQ-test-0094,"لاشين يجيبو منها الصباط  ؟
 فكرتيني  دوك  نعيط لطه",0.9991137385368347
ARQ-test-0095,"روحي أي ڤاعدة تسنا فيك
 هيا سهام يزي بلا هدرة",0.9715597629547119
ARQ-test-0096,"و كاين واحد لتما شفت عندو سندالة بيضا كيما تيعك
 شفت عندو كعبات عجبوني ما نعرف ﻧﻠﭭﻰ عندو أداكا ولا لا",0.9919975399971008
ARQ-test-0097,"برك أدي هي ادي يڤولو علاها إجابة مشها ملاحة
 أنا لانفورماتيك سمعت باها أول مرة كيما كنت دوزيام آني",0.9632958173751831
ARQ-test-0098,"راهي تمشي كيما البلاد
 ليسانس رجعت 3 سنين",0.9875649809837341
ARQ-test-0099,"و انت شفتيه
 شفتو شفتو قبل",0.9978026151657104
ARQ-test-0100,"كيما حبيتي
 امالا عيطيلنا",0.9380442500114441
ARQ-test-0101,"بديت نحفض ماﻟﭙﺮوميار لوسون اللي درناها
 و أڢونسيتوا في اﻟﭙﺮومي تريماستر ولا لا",0.9985971450805664
ARQ-test-0102,"راحت كريمة وما ولاتش
 لا أنا هنا مراد",0.9812090992927551
ARQ-test-0103,"ما على باليش كيفاش يقولوها بالدارجة , دوك نشوف كيفاش ندير 
 حطيت بالعاني كلمة كتاب باش ما نخليش البلاصة نتاعها فارغة",0.9888548254966736
ARQ-test-0104,"لالا الفرونسي لا تقراي لا هم يحزنون، تنحي من مخك العربية فهمتيني؟ و تهدري نورمال پاسكو  اللغة ماشي هكا
 درك الناس كامل تعرف تحفظ بالصح المشكل وين راه؟  في اللسان برك ، درك أنا نهدر مليح ولا لالا",0.991199254989624
ARQ-test-0105,"قولتيلي لوسات زينب
 لوسات لوسات ديسمبر",0.9910666346549988
ARQ-test-0106,"راح التريسيتي التيلفزيون شاعل
 التريسيتي راحت التيليفيزيون شاعل",0.9843807816505432
ARQ-test-0107,"أنا درت مودپاس معقد خلاه
 يعطيك الصحة عقدتاها مرة وحدة",0.9789898991584778
ARQ-test-0108,"أنا ما نغيضكش نصبح بالحد خدامة و أنا ما فرزتش أموري
 زعمة كنا خارجين و عيط الراجل لبابا على جالت الڤاراج",0.945108950138092
ARQ-test-0109,"ايه قلتلها البارح ما قعدوش هي و خالتي زينب
 راهي رايحة عندها فاتحة ما تفهميش غير روحي أعرضيها",0.9699400067329407
ARQ-test-0110,"أول مرة نشوف وجهك كيما هكا
 ما عندك ما شفتي عاملة فيهم التير",0.9919179081916809
ARQ-test-0111,"انت شفتاها النو نهار واحد يعديوا الفصول كل
 هاي سخانة هاو برد هاي نو تحيري سبحان الله",0.9822957515716553
ARQ-test-0112,"لا ڤال لك كي تكوني خدامة بيان يحكموك
 لا ڤلت لك ﭘﺎريڤزوﻣﭙﻞ شفتي كي درت تاع اﻟﭙﺮيڢي",0.985167384147644
ARQ-test-0113,"جو بريفير كل يوم نهدرو على دومان سپيسيال
 ماعليش مراد نبينو بصح ماشي على الحداش تاع الليل",0.9459667801856995
ARQ-test-0114,"هادي ما نعرفهاش
 قليل اللي يعرفوها",0.9508978724479675
ARQ-test-0115,"كاين ياسر لي فيلم في رمضان
 لازم عليك تڨولي للطلبة يعاونوك هدا العام",0.9713680744171143
ARQ-test-0116,"راكي تقوليلي كيما هاداك لي قالولو خلص زوج ملاين ولا نسيزو الحمار
 باع الحمار بخمسميا و زاد مليون و خمسميا و راح عطاهم لهم",0.9891144037246704
ARQ-test-0117,"قالت لهم عسي روحك ربعة و عشرين ساعة
 شفتي من مور ربعة و عشرين ساعة يبان كلش",0.986298680305481
ARQ-test-0118,"هه يعطيك الصحة
 وليد بلادي راك فور",0.9883372187614441
ARQ-test-0119,"ماشي نورمال هادا
 علابيها طاح اﻟﻨﻴﭭﻮ",0.9799016714096069
ARQ-test-0120,"بالصح نورمال غدوة نتلقاو و تحكي لي كلش
 يخي كنتي راح تحكي لي على مليك",0.942268967628479
ARQ-test-0121,"كي تجي تشوفي ما خيرناهاش هادا واش كاين
 أنا دارها بيا التروﻧﺴﭙﻮر ساعة و انا نسنا",0.915704071521759
ARQ-test-0122,"حتا أنا شعري في حالة
 أروزما ماكاش أﭘﺮاي من زهري",0.883601188659668
ARQ-test-0123,"لوكان غير يسڤموه برك
 دايمن كاين بروبلام عندنا",0.9719745516777039
ARQ-test-0124,"نسيت واش يسنا فيا
 أقعدي نجوزو ايامات ملاح",0.9921705722808838
ARQ-test-0125,"نتا منك ليه
 آه تاع انفورمتيك",0.9919517040252686
ARQ-test-0126,"أومبعد بينوم و كي أنا  كي خالد حابين مونوم
 قالت لك مليحة كل واحد لي يحب يدير وحده يدير وحده",0.9984878897666931
ARQ-test-0127,"إدا محرم أم حيزيدو يأجلولو
 و خالد و مرتو يخدمو",0.961552619934082
ARQ-test-0128,"جبت دي تكست من فايسبوك بصح ضهرلي لهجة تاع الشرق
 جبت دي بلاڨ غنا تاع رابح درياسة غنا تاع بعزيز",0.975672721862793
ARQ-test-0129,"جربتها جاتني روعة بنينة بزاف يعتيك الصحة ربي يخليك لوليد
 جربتها ليوم راني صائمة جاتني روعة يعطيك الف عافيه ام وليد",0.9935445785522461
ARQ-test-0130,"سيبون هداك ما شفت
 حقا اليوم الأولاد أونتريناو",0.9695725440979004
ARQ-test-0131,"وحد العبارة يشوفوها غير المسلمين
 أسمع ﭘﺎسكو يعطيه ربي قدرات",0.9859650731086731
ARQ-test-0132,"احسبي وحدك
 دوك ﻧقولك",0.9460176229476929
ARQ-test-0133,"بصح هي مسكينة ما حكموش عليها الدوسيي
 خولة نتي وقتاش دﯾﭙﻮزيتي الدوسي ما شفتيش",0.9859886765480042
ARQ-test-0134,"نسحق الميكرو نهار الخميس
 حتى أنا نسحقه بزاف",0.9335500597953796
ARQ-test-0135,"كيما متلا بوتفليقة كامل يحبوه
 تسمى ولا مشروع و شرعي",0.948660135269165
ARQ-test-0136,"أنا بصح أم ﻳﭭﻌﺪو حرين باينة خلاه
 حاجة حرة ﺗﭭﻌﺪ مشي كيف الحاجة المدرحة",0.9777284264564514
ARQ-test-0137,"مانسوطيش راني مع شمسو جوكار
 منسوطيش راني فالدار هه",0.9783347249031067
ARQ-test-0138,"واش راهو المقرمد هداك
 تهنينا منه سمانة هداك",0.9925450682640076
ARQ-test-0139,"عطاني كاشيات تاع الصبر
 مالا عندك الصبر ياسر",0.9917813539505005
ARQ-test-0140,"رشيدة رشيدة، راكي شابة آيا غاولي رانا نستناو فيك
 كاش واحد من االتلاميد دياولك عندو واحد يتزوج بيا",0.9934298396110535
ARQ-test-0141,"كي راحو للمخازن لڤاهم يخدمو في لادروڤ تما فاق بحكاية لادروڤ
 ﭬﺘﻠﻮ أمو وعلاه مالا أنا مين نعيش في عشرة لاف عبد",0.992461621761322
ARQ-test-0142,"آي تخدم ولا لا
 آني رايح نعملها مالادي",0.9942296147346497
ARQ-test-0143,"يعطيك الصحة ام وليد جاك هايل
 يعطيك الصحة اختي ام وليد ربي يبارك فيك",0.9797711372375488
ARQ-test-0144,"هدرت مع وليد عمي كونسيرنون اسوجي تاع الزواج فهم رايي و هدر مع باباه هو تاني
 ما قبلش باباه و قالو لوكان ما تتزوجش بنت عمك دوك يصرا ﭘﺮوبلام مع عمك",0.9776667356491089
ARQ-test-0145,"لازمك معريفة برك لا جانفي لا فيفري لا تديك لا تجيبك
 لالا هو لوكان واحد يروح لطبيب برك لتما من طبيب لطبيب تترڤلا",0.9887524247169495
ARQ-test-0146,"كيما سكندر تاع المسلسل عنده واحد الدوسي خباه في بلاصة حتى هو ما يشفاش وين حطو
 باش حتى يعدبوه ما يقوللهمش على بلاصتو و نهار لي اسحقو قلب الدنيا ما لقاهش",0.9957199692726135
ARQ-test-0147,"مالتمنية لطناش عندنا ربع مواد و من الوحدة و نص حتى الخمسة و نص ربع مواد وحدخرين
 ديجا ليتوديون يخرج ساتوري معمر سيبون يخرج ما يقدرش يخمم ما يقدرش يقرا في الدار",0.9469459652900696
ARQ-test-0148,"وحد السيد صحيب جدي بعد طلعو للجبل مع بعضاهم
 بعدما راح جدي بربعايام أكاك راح للاﭘﻮست يخلص",0.9871143698692322
ARQ-test-0149,"صح وقتنا مش مليح ﭘﺮاﭘﻮر على المشاكل اللي فيه
 بصح بكري مكانتش الدنيا ساهلة كيما وقتنا أدا",0.9290888905525208
ARQ-test-0150,"ديرهم لي في ساشي
 هدا مسيد ماشي سوق",0.9992738366127014
ARQ-test-0151,"حكيتو لنهى قالت لي كي تحكيلك الخطرة الجاية سوسن حاجة ما تجيش تحكيهالي
 الخطرة الجاية كي نقول لك فيلم ولا مسلسل قولي لي أسكو كملتيه ولا لالا",0.9377397894859314
ARQ-test-0152,"بالك غدوة نجيك بكري ماو نقراو على الطناش و نص
 نعدي نخلص و نريكلامي امبعد نجيك و نطلعو لفاك",0.9802370667457581
ARQ-test-0153,"مانسوطيش والله مانسوطي عندك الحق شمسو كامل معاك
 شكون لي مزال يشوف فيه في رمضان يخبط جام",0.9978970885276794
ARQ-test-0154,"القراية في وقتنا عادت بزاف صعيبة
 كيما ﻧقولو حنا الشيوخا ما يفهموكش مليح",0.9893761873245239
ARQ-test-0155,"يعطيك الصحة برافو
 شكرا يعطيك صحة",0.9813597798347473
ARQ-test-0156,"يا حسراه عندهم بزاف السباط شريته في الڢاكونس تاع الشتاء
 و هدو أومبعد بالصح كل مرة تصب الشتاء ما نلبسهمش",0.993742048740387
ARQ-test-0157,"صحا باي
 ألو وي",0.9978028535842896
ARQ-test-0158,"هيا اقرالي واش كتبت ولا هات لهنا
 لالا لالا بيدك ولا برجلك حبيت نقول",0.9991444945335388
ARQ-test-0159,"يعطيك الصحة ام وليد على التوضيح وربي يحفظك
 نحبك ام ولييد ربي يحفظك لينا",0.9905309081077576
ARQ-test-0160,"هادا محرم راح يزيدو يروتارديوه
 و خالد و مرتو يخدمو",0.9767901301383972
ARQ-test-0161,"أسامة صح سلو كانوا عايشين في النورڢيج
 آه سلو نعرفو بصح ما على باليش",0.977142333984375
ARQ-test-0162,"وعلاه وش معناها
 العقلية الخاسرة اديا",0.9365208148956299
ARQ-test-0163,"و الصلاة ما يصلوش سيرتو الصلاة سيرتو الصلاة
 الصلاة  ما جاتش في ما يصليش",0.987841784954071
ARQ-test-0164,"كمال , حبيت نفكّرك على لانڢيتاسيون , لخاطر راني حاب نبدا في لي ديمارش , راك تعرف كلّش تقيل هنايا
 سليمة   نسيت ما سقسيتكش إدا بديت الخدمة اللي هدرنا عليها الخطرة اللي فاتت في الاجتماع مع كمال وكريمة ",0.9302675127983093
ARQ-test-0165,"أسمح لي خويا الله يسجيك
 هاكي مدام ألبسي الطبلية هنا",0.9417404532432556
ARQ-test-0166,"ڤتلو نڤول لك حاجة ادي كونجي و عيطلي كي دا كونجي و عيطلي ڤتلو في لامان أ خويا الطمع مشو مليح
 الميدسان التالت تاع العينين رحت نداوي عندو ڤتلو أ حكيم عندي لوجيسيال و كدا حكيتلو ڤالي ننصحك طيش عليك",0.9757806062698364
ARQ-test-0167,"سينون اي الدنيا ﻣﭭﻠﺒﺔ
 مازالت الدنيا ﻣﭭﻠﺒﺔ عندك",0.9795665740966797
ARQ-test-0168,"هاداك المارشي
 ياكلو الشعير",0.991568386554718
ARQ-test-0169,"كملت قرايتي في لافاك بالسيف
 ما كنتش سيريو في قرايتي",0.9446786046028137
ARQ-test-0170,"هه حفظتها ولا مازال
 واحد مايسوطي رانا معاك شمسو",0.9780046939849854
ARQ-test-0171,"رانا كامل مع شمسو ايه مانسوطيش
 شمسو خويا بكيتنا صغار كبار ربي معاك وشكرا",0.9956862330436707
ARQ-test-0172,"لصحابهم
 إيه",0.9734752774238586
ARQ-test-0173,"ما نعرف علاه دارو فيه الصوت
 باش يفضح العبد كي يسجل فهمتي",0.998755931854248
ARQ-test-0174,"انسان كيما أدا يخمم على الفايدة تاعو هو قبل من تاع ليتوديون
 يدي في السوارد و طامع فيا انا نخدم حاجة و نجيبهالو",0.9786863327026367
ARQ-test-0175,"تحية من الجزائر خاوة خاوة
 ما نكومونسوطيش هه فيديو هايل",0.9736843705177307
ARQ-test-0176,"خرجت حففت طلعت للدار خلاص النهار
 راسي يوجع بالصح ما رانيش حاب نرقد",0.9846292734146118
ARQ-test-0177,"بعدما راح جدي بربع ايام هكاك راح للاﭘﻮست يخلص
 راح البرا شوية لتم على التسعة تاع الصباح مات",0.9647620320320129
ARQ-test-0178,"انعم واش هي الحاجة الاورجونت
 سلام سليمة واش راكي اليوم",0.9774095416069031
ARQ-test-0179,"فهمتك بالاك عندها علاقة بالاعصاب
 و تنملي وسي يا إيمان",0.9816518425941467
ARQ-test-0180,"جانفي يكون هنا لالا
 إيه ما نقعدش لجانفي",0.9982590675354004
ARQ-test-0181,"وحد الطفلة وسي
 صبيحة تاع عزابة",0.9781757593154907
ARQ-test-0182,"والله أ وسامة خويا انا ناجي أداكا من الدقيقة الاولى ما نرتاحلوش
 أك نتا كنت ديما ﺗﭭﻮل أو مليح و كلش بصح نا والله ما نرتاحلو",0.9208078384399414
ARQ-test-0183,"أسنا سح أنا ما نعرفش نكتب
 نعرف نرﭬﺪ أنا برك أدا وش ندير",0.9483845233917236
ARQ-test-0184,"كيما سكندر تاع المسلسل عندو وحد الدوسي خباه في بلاصة حتى هو ما يشفاش وين حطو
 باه حتى يعدبوه ما ﻳﭭﻠﻬﻤﺶ على بلاصتو و نهار لي احتاجو ڤلب الدنيا ما لڤاهش",0.9734695553779602
ARQ-test-0185,"عيطت لنرجس
 آه نرجس",0.9747081995010376
ARQ-test-0186,"ڤالت لي خديجة تكمل على لوحدة جودي
 انا الخميس جوڢي غاتي لوكور تاع مسلاتي",0.9982242584228516
ARQ-test-0187,"هايا وين راح الخيط
 ماكان والو اتمناي حاجة",0.95665442943573
ARQ-test-0188,"كل واحد يهدر وحدو سينون تعود فوضى
 كيما ﭬﺒﻴﻠﺔ عندك كنا كل نهدرو مع بعضانا",0.979897141456604
ARQ-test-0189,"الصلاة أي ما جاتش في ما يصليش
 لادان ﭬﺎعد يدن و أنت تلعب في الديمينو",0.9320935010910034
ARQ-test-0190,"يعطيك الصحه اختي ام وليد
 شكرا حبيبتي ام وليد راح نجربو",0.983991801738739
ARQ-test-0191,"نضت على السبعة تاع الصباح حكمت طاكسي لسبيطار
 قعدت مع الشيروجيان لي راح يديرلي لوﭘيراسيون",0.9859929084777832
ARQ-test-0192,"يدي في الدراهم و طامع فيا أنا نخدم حاجة و نجيبها له
 هدا الأول، التاني پروف مرا ، على بالك واش قالت لي ؟",0.9943024516105652
ARQ-test-0193,"آه ﭬالت لها  تنقصلها فاها من و من
 عجبتها لخرا تاع لاسوا ڤالت لي قماشها مليح",0.9853053689002991
ARQ-test-0194,"قالت لي مازلت وحدخرا ما كملتهاش
 قالت لي نهار آخر نعيط لك",0.9552580118179321
